index	iid	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	Group Label	Version ID	Master ID	Publication	Full Date: One of two formats. (Format 1) 95.4% CI calibrated radiocarbon age (Conventional Radiocarbon Age BP, Lab number) e.g. 2624-2350 calBCE (3990Â¬Â±40 BP, Ua-35016). (Format 2) Archaeological context range, e.g. 2500-1700 BCE	Locality	Country	Lat.	Long.	Data source	Coverage on autosomal targets	SNPs hit on autosomal targets	Sex	Library type (minus=no.damage.correction, half=damage.retained.at.last.position, plus=damage.fully.corrected, ds=double.stranded.library.preparation, ss=single.stranded.library.preparation)	ASSESSMENT	"ASSESSMENT REASONING (Xcontam interval is listed if lower bound is >0.005, ""QUESTIONABLE"" if lower bound is 0.01-0.02, ""QUESTIONABLE_CRITICAL"" or ""FAIL"" if lower bound is >0.02) (mtcontam confidence interval is listed if coverage >2 and upper bound is <0.98: 0.9-0.95 is ""QUESTIONABLE""; <0.9 is ""QUESTIONABLE_CRITICAL"", questionable status gets overriden by ANGSD with PASS if upper bound of contamination is <0.01 and QUESTIONABLE if upper bound is 0.01-0.05) (damage for ds.half is ""QUESTIONABLE_CRITICAL/FAIL"" if <0.01, ""QUESTIONABLE"" for 0.01-0.03, and recorded but passed if 0.03-0.05; libraries with fully-treated last base are ""QUESTIONABLE_CRITICAL"" or ""FAIL"" if <0.03, ""QUESTIONABLE"" if 0.03-0.06, and recorded but passed if 0.06-0.1) (sexratio is QUESTIONABLE if [0.03,0.10] or [0.30,0.35); QUESTIONABLE_CRITICAL/FAIL if (0.10,0.30))"	Skeletal code	Skeletal element	Year data from this individual was first published [for a present-day individuals we give the data of the data reported here; missing: GreenScience 2010 (Vi33.15, Vi33.26), Olalde2018 (I2657), RasmussenNature2010 (Australian)]	Method for Determining Date; unless otherwise specified, calibrations use 95.4% intervals from OxCal v4.4.2 Bronk Ramsey (2009); r:5; Atmospheric data from Reimer et al (2020)	Date BP	Date BP (SE)	Full Date: One of two formats. (Format 1) 95.4% CI calibrated radiocarbon age (Conventional Radiocarbon Age BP, Lab number) e.g. 2624-2350 calBCE (3990±40 BP, Ua-35016). (Format 2) Archaeological context range, e.g. 2500-1700 BCE	Age at Death Estimate	Group ID	No. Libraries	SNPs	Mean length of shotgun sequences (merged data)	Family ID and position within family	Y haplogroup	Y haplogroup (manual curation in terminal mutation format)	Y haplogroup (manual curation in ISOGG format)	mtDNA coverage (merged data)	mtDNA haplogroup	mtDNA match to consensus if ≥2 coverage (merged data)	Damage rate in first nucleotide on sequences overlapping 1240k targets (merged data)	Sex ratio [Y/(Y+X) counts] (merged data)	Xcontam ANGSD SNPs (only if male)	Xcontam ANGSD MOM point estimate (only if male and ≥200)	Xcontam ANGSD MOM Z-score (only if male and ≥200)	Xcontam ANGSD MOM 95% CI truncated at 0 (only if male and ≥200)	contamLD est	contamLD s.e.	contamLD warning	contamLD s.e..1	LibraryID(s)	"ASSESSMENT REASONING (Xcontam interval is listed if lower bound is >0.005, ""QUESTIONABLE"" if lower bound is 0.01-0.02, ""QUESTIONABLE_CRITICAL"" or ""FAIL"" if lower bound is >0.02) (mtcontam confidence interval is listed if coverage >2 and upper bound is <0.98: 0.9-0.95 is ""QUESTIONABLE""; <0.9 is ""QUESTIONABLE_CRITICAL"", questionable status gets overriden by ANGSD with PASS if upper bound of contamination is <0.01 and QUESTIONABLE if upper bound is 0.01-0.05) (damage for ds.half is ""QUESTIONABLE_CRITICAL/FAIL"" if <0.01, and recorded but passed if 0.01-0.03; libraries with untreated last base are ""QUESTIONABLE_CRITICAL"" or ""FAIL"" if <0.01, ""QUESTIONABLE"" if 0.01-0.03, and recorded but passed if 0.03-0.1) (sexratio is QUESTIONABLE if [0.03,0.10] or [0.30,0.35); QUESTIONABLE_CRITICAL/FAIL if (0.10,0.30))"	Steppe	WHG	Farmer	Steppe(SE)	WHG(SE)	Farmer(SE)
3494	PB754	0.0105	0.058	-0.0237	-0.0018	-0.0004	0.0026	0.0058	0.0017	-0.0039	0.0053	Ireland_MN.SG	PB754.SG	PB754	CassidyNature2020		Ireland, Clare, Parknabinnia	Ireland	52.985499	-9.111454	Shotgun	0.478181		F	ds.half	PASS		Parknabinnia CL153, Chamber 1, Context 399, Find 754.01	petrous	2020	Direct: IntCal20	5375	75	3523-3193 calBCE (4622±41 BP, UBA-39196)	..	Ireland_MN.SG	..	441884	..	n/a (no relatives detected)	n/a (female)	n/a (female)	n/a (female)	..	U5b2a3	..	..	..	n/a (female)	n/a (female)	n/a (female)	n/a (female)	..	..	..	..	..	Literature	0.00001	0.197833	0.802157	0	0.014131	0.014131
3495	PB768	0.0123	0.0538	-0.0256	0.0025	0.0028	0.0011	0.0026	-0.001	-0.0005	0.0005	Ireland_MN.SG	PB768.SG	PB768	CassidyNature2020		Ireland, Clare, Parknabinnia	Ireland	52.985499	-9.111454	Shotgun	1.06103		M	ds.half	PASS		Parknabinnia CL153, Context 399, Find 768.03	petrous	2020	Direct: IntCal20	5475	79	3639-3376 calBCE (4751±55 BP, UBA-38309)	..	Ireland_MN.SG	..	759848	..	n/a (no relatives detected)	I2a1a1b	I-S21825	I2a1a1b	..	H4a1a1	..	..	..	..	..	..	..	..	..	..	..	..	Literature	0.00001	0.188998	0.810992	0.000389	0.012904	0.012981
3496	PN02	0.0081	0.0523	-0.0237	0.0018	-0.0029	-0.0012	0.0031	-0.0041	0.0021	0.0019	Ireland_EN_MN.SG	PN02.SG	PN02	CassidyNature2020		Ireland, Clare, Poulnabrone	Ireland	53.04866	-9.140049	Shotgun	1.196135		M	ds.half	PASS		Poulnabrone, NW Quad. Group 5, Bag 8 (Blunt force trauma).	petrous	2020	Direct: IntCal20	5546	55	3706-3521 calBCE (4834±45 BP, UBA-38313)	..	Ireland_EN_MN.SG	..	809686	..	n/a (no relatives detected)	I2a1b1a1a1b	I-Y3712	I2a1b1a1a1b	..	U5b1c1	..	..	..	..	..	..	..	..	..	..	..	..	Literature	0.00001	0.175209	0.824781	0.000479	0.014598	0.014525
3497	PN03	0.0113	0.0589	-0.0275	-0.0054	-0.0014	-0.0029	0.0037	0.0028	0.003	-0.0017	Ireland_MN.SG	PN03.SG	PN03	CassidyNature2020		Ireland, Clare, Poulnabrone	Ireland	53.04866	-9.140049	Shotgun	1.119393		M	ds.half	PASS		Poulnabrone, Gryke F28B, Bag 11	petrous	2020	Direct: IntCal20	5460	81	3633-3376 calBCE (4732±43 BP, UBA-38317)	..	Ireland_MN.SG	..	781075	..	n/a (no relatives detected)	I2a1b1a1a1	I-Y3709	I2a1b1a1a1	..	K1a1	..	..	..	..	..	..	..	..	..	..	..	..	Literature	0.00001	0.188243	0.811747	0	0.013405	0.013405
3498	PN04	0.0062	0.0522	-0.0267	-0.0033	-0.0022	-0.0006	0.0046	-0.0005	-0.0009	-0.0022	Ireland_EN.SG	PN04.SG	PN04	CassidyNature2020		Ireland, Clare, Poulnabrone	Ireland	53.04866	-9.140049	Shotgun	1.172113		M	ds.half	PASS		Poulnabrone, Gryke F28B, Bag 11	petrous	2020	Direct: IntCal20	5742	83	3946-3653 calBCE (4999±48 BP, UBA-38312)	..	Ireland_EN.SG	..	802280	..	n/a (no relatives detected)	I2a1b1a1a1	I-Y3709	I2a1b1a1a1	..	H1+16189	..	..	..	..	..	..	..	..	..	..	..	..	Literature	0.00001	0.148821	0.851169	0.001215	0.012487	0.012399
3499	PN05	0.0106	0.0571	-0.0267	0.0007	-0.0001	-0.0004	-0.0038	-0.0045	0.0011	0.0003	Ireland_EN.SG	PN05.SG	PN05	CassidyNature2020		Ireland, Clare, Poulnabrone	Ireland	53.04866	-9.140049	Shotgun	1.023243		M	ds.half	PASS		Poulnabrone, NW Quad F15, Bag 11	petrous	2020	Direct: IntCal20	5729	79	3944-3651 calBCE (4992±40 BP, UBA-38308)	..	Ireland_EN.SG	..	743077	..	n/a (no relatives detected)	I2a1b1a1a1b	I-L1193	I2a1b1a1a1b	..	K1a+195	..	..	..	..	..	..	..	..	..	..	..	..	Literature	0.00001	0.186359	0.813631	0.000369	0.015849	0.015823
3500	PN06	0.0087	0.0569	-0.0267	-0.0021	0	-0.0027	0.0015	0.001	0.004	0.0002	Ireland_MN.SG	PN06.SG	PN06	CassidyNature2020		Ireland, Clare, Poulnabrone	Ireland	53.04866	-9.140049	Shotgun	1.077662		M	ds.half	PASS		Poulnabrone, NW Quad F15A, Bag 17	petrous	2020	Direct: IntCal20	5459	81	3633-3376 calBCE (4731±42 BP, UBA-38311)	..	Ireland_MN.SG	..	765932	..	n/a (no relatives detected)	I2a1a1b	I-S21825	I2a1a1b	..	H	..	..	..	..	..	..	..	..	..	..	..	..	Literature	0.00001	0.183987	0.816003	0.000494	0.011796	0.011756
3501	PN07	0.0116	0.0541	-0.028	-0.0035	-0.001	-0.0026	0.0027	-0.0012	0.0016	-0.0041	Ireland_MN.SG	PN07.SG	PN07	CassidyNature2020		Ireland, Clare, Poulnabrone	Ireland	53.04866	-9.140049	Shotgun	1.1363		M	ds.half	PASS		Poulnabrone, Chamber F15, Bag 13, Infant	petrous	2020	Direct: IntCal20	5410	65	3623-3371 calBCE (4697±32 BP, UBA-35065)	..	Ireland_MN.SG	..	782110	..	n/a (no relatives detected)	I2a1b1a1a1	I-Y3709	I2a1b1a1a1	..	U5b1c	..	..	..	..	..	..	..	..	..	..	..	..	Literature	0.00001	0.167688	0.832302	0.000672	0.013278	0.013221
3502	PN107	0.0119	0.0531	-0.0243	0.0013	0.0004	0.0017	-0.0008	0.001	0	0.0031	Ireland_EN.SG	PN107.SG	PN107	CassidyNature2020		Ireland, Clare, Poulnabrone	Ireland	53.04866	-9.140049	Shotgun	1.351683		M	ds.half	PASS		Poulnabrone, SE Quad, Sample 107 (P30641)	tooth	2020	Direct: IntCal20	5705	65	3932-3653 calBCE (4983±30 BP, OxA-26052)	..	Ireland_EN.SG	..	855141	..	n/a (no relatives detected)	I2a1b1a1a1	I-Y3709	I2a1b1a1a1	..	U4a2f	..	..	..	..	..	..	..	..	..	..	..	..	Literature	0.00001	0.191004	0.808986	0.002738	0.014581	0.014694
3503	PN10_PN113	0.0086	0.055	-0.0279	-0.0055	0.0033	-0.0009	0.0053	-0.0012	0.0027	-0.0046	Ireland_EN.SG	PN10_PN113.SG	PN10_PN113	CassidyNature2020		Ireland, Clare, Poulnabrone	Ireland	53.04866	-9.140049	Shotgun	1.981078		F	ds.half	PASS		Gryke F28A; Bag 14 and Poulnabrone, Gryke F28A, Sample 113 (P30647)	petrous, tooth	2020	Direct: IntCal20	5746	76	3945-3656 calBCE (5004±31 BP, OxA-25950)	..	Ireland_EN.SG	..	992255	..	n/a (no relatives detected)	n/a (female)	n/a (female)	n/a (female)	..	..	..	..	..	n/a (female)	n/a (female)	n/a (female)	n/a (female)	..	..	..	..	..	Literature	0.00001	0.161814	0.838176	0.00018	0.011838	0.011826
3504	PN112	0.011	0.0554	-0.0255	-0.0014	-0.0012	-0.0045	0.0023	-0.0038	0.0012	-0.0025	Ireland_EN_MN.SG	PN112.SG	PN112	CassidyNature2020		Ireland, Clare, Poulnabrone	Ireland	53.04866	-9.140049	Shotgun	0.847414		M	ds.half	PASS		Poulnabrone, F28C, Bag #3, Sample 112 (P30646)	tooth	2020	Direct: IntCal20	5558	47	3704-3529 calBCE (4845±29 BP, OxA-25949)	..	Ireland_EN_MN.SG	..	664102	..	n/a (no relatives detected)	I2a1b1a1a1	I-L1195	I2a1b1a1a1	..	U5b2b	..	..	..	..	..	..	..	..	..	..	..	..	Literature	0.00001	0.16745	0.83254	0.000747	0.012987	0.012998
3505	PN12	0.0078	0.0587	-0.0223	0.0033	-0.0011	0.0003	0.0008	-0.0043	-0.0037	0.001	Ireland_MN.SG	PN12.SG	PN12	CassidyNature2020		Ireland, Clare, Poulnabrone	Ireland	53.04866	-9.140049	Shotgun	0.837544		M	ds.half	PASS		NW Quad, F15, Bag 11	petrous	2020	Direct: IntCal20	5383	67	3523-3341 calBCE (4629±41 BP, UBA-39198)	..	Ireland_MN.SG	..	662526	..	n/a (no relatives detected)	I2a1b1a1a1	I-L1195	I2a1b1a1a1	..	H	..	..	..	..	..	..	..	..	..	..	..	..	Literature	0.00001	0.184764	0.815226	0.001032	0.011692	0.01163
3506	PN13	0.0113	0.052	-0.0207	0.0029	-0.0022	-0.0019	0.0093	-0.004	0.0007	-0.0008	Ireland_EN_MN.SG	PN13.SG	PN13	CassidyNature2020		Ireland, Clare, Poulnabrone	Ireland	53.04866	-9.140049	Shotgun	0.715289		M	ds.half	PASS		SE Quad, F15/F16, Bag 14	petrous	2020	Direct: IntCal20	5572	51	3708-3529 calBCE (4854±33 BP, UBA-39199)	..	Ireland_EN_MN.SG	..	596505	..	n/a (no relatives detected)	I2a1a2a1a2a	I-BY37269	I2a1a2a1a2a	..	V	..	..	..	..	..	..	..	..	..	..	..	..	Literature	0.00001	0.194386	0.805604	0.003815	0.01435	0.014271
3507	PN16	0.011	0.0543	-0.0292	0.0028	0.0026	0.002	-0.001	-0.0033	0.0032	0.0037	Ireland_MN.SG	PN16.SG	PN16	CassidyNature2020		Ireland, Clare, Poulnabrone	Ireland	53.04866	-9.140049	Shotgun	0.470852		F	ds.half	PASS		Gryke. F28B, Bag 8	petrous	2020	Direct: IntCal20	5442	80	3630-3374 calBCE (4719±38 BP, UBA-39202)	..	Ireland_MN.SG	..	439777	..	n/a (no relatives detected)	n/a (female)	n/a (female)	n/a (female)	..	K1b1a1	..	..	..	n/a (female)	n/a (female)	n/a (female)	n/a (female)	..	..	..	..	..	Literature	0.00001	0.175808	0.824182	0.004688	0.013891	0.013943
3508	SRA62	0.0846	0.047	0.0446	0.0097	0.0072	0.0037	0.0011	0.001	0.003	0	Ireland_Mesolithic.SG	SRA62.SG	SRA62	CassidyNature2020		Ireland, Leitrim, Sramore	Ireland	54.296993	-8.335987	Shotgun	9.120829		M	ds.half	PASS		1997:62	tooth	2020	Direct: IntCal20	6001	70	4226-3961 calBCE (5227±36 BP, UB-15772)	..	Ireland_Mesolithic.SG	..	1149352	..	n/a (no relatives detected)	I2a1b2	I-Y10720	I2a1b2	..	U5a2d	..	..	..	..	..	..	..	..	..	..	..	..	Literature	0.00001	0.99998	0.00001	0	0	0
3509	VK531	0.0615	-0.018	0.0647	0.0139	0.0044	0.007	-0.0048	-0.0024	-0.0006	0.0027	Norway_LN_BA.SG	VK531.SG	VK531	MargaryanWillerslevNature2020		Nor North, Troms	Norway	69.47	18	Shotgun	1.4		M	ds.minus	PASS		Norway_Troms 5001A	tooth	2020	Direct: IntCal20	4347	61	2559-2290 calBCE (3918±36 BP, UBA-36964)	..	Norway_LN_BA.SG	..	856017	..	n/a (no relatives detected)	R1b1a1	..	R1b1a1	87.1	U2e2a	..	..	..	..	..	..	..	..	..	..	..	..	Literature	0.292595	0.707395	0.00001	0.009248	0.009248	0
3510	I7780	0.0065	-0.1154	0.1053	0.0318	0.0097	0.0043	-0.0068	-0.0008	0.002	-0.0045	Russia_UstBelaya_Angara	I7780	I7780	FlegontovNature2019 merged with HarneyCheronetGenomeResearch2021		Baikal Region, Angara river basin, Mouth of the Belaya River	Russia	52.916944	103.657222	1240K	2.159529		M	ds.half,ss.half,ss.half	PASS		Mos117	tooth	2019	Direct (WARNING NEEDS MARINE CALIBRATION IN IntCal20): IntCal13 by Thomas Harper	4615	101	2840-2490 calBCE (4070±20 BP, PSUAMS-3743)	..	Russia_UstBelaya_Angara	3	879197	57	Russia, Ust'Belaya Family B (3 members) (I7780-NEO232.SG are 3rd degree relatives or further, and I7780-I1526 are 2nd or 3rd degree relatives)	Q1b1	..	..	478.599372	C4a1a3	..	..	0.390297209	4802	0.00188	0.001	[0,0.0038]	-0.027	0.016	None	[0,0.004]	S7780.E1.L1,S20761.Y1.E1.L1,S20783.Y1.E1.L1	..	0.99998	0.00001	0.00001	0	0	0
3511	brn001	-0.0188	-0.1015	0.1303	0.0786	0.029	0.0055	-0.0205	0.0176	0.0134	0.0316	Russia_KuengaRiver_N_1.SG	brn001.SG	brn001	KilincSciAdv2021		Siberian Federal District, Trans-Baikal, Kuenga River, Izvestkovaja-1 site	Russia	52.2308	116.9933	Shotgun	0.066664		F	ds.minus,ds.minus	PASS		brn001	tooth	2018	Direct: IntCal20	7334	52	5474-5312 calBCE (6400±30 BP, Beta-453071)	..	Russia_KuengaRiver_N_1.SG	2	75389	103.646	n/a (no relatives detected)	n/a (female)	n/a (female)	n/a (female)	154.491	A	..	..	0.031322391	..	..	..	..	..	..	..	..	brn001-b1e1l1p1,brn001-b1e1l1p1	Literature	0.99998	0.00001	0.00001	0	0	0
3512	brn002	-0.0176	-0.1096	0.1292	0.064	0.0171	-0.0013	-0.0146	-0.0218	0.0044	-0.0018	Russia_AginBuryat_N.SG	brn002.SG	brn002	KilincSciAdv2021		Siberian Federal District, Trans-Baikal, Agin-Buryat Autonomous Okrug, Nozhyj Lake burial site-2	Russia	50.8158	114.8367	Shotgun	0.24251		M	ds.minus,ds.minus	PASS		brn002	tooth	2018	Direct: IntCal20	6061	72	4233-3987 calBCE (5270±30 BP, Beta-453072)	..	Russia_AginBuryat_N.SG	2	254892	88.0554	Siberian Federal District, Trans-Baikal, Agin-Buryat Autonomous Okrug, Nozhyj Lake burial site-2 Family A (2 members) (2/3d: brn012.SG-brn002.SG)	N1a2	..	..	599.955	D2a'b	..	..	0.25399334	..	..	..	..	..	..	..	..	irk078-b1e1l1p1,irk078-b1e1l1p1	Literature	0.99998	0.00001	0.00001	0	0	0
3513	brn003	-0.0067	-0.1225	0.1161	0.0498	0.0123	0.0049	-0.0047	-0.0066	0.0054	-0.0044	Russia_KadalinkaRiver_N.SG	brn003.SG	brn003	KilincSciAdv2021		Siberian Federal District, Trans-Baikal, Kadalinka River, Dvorcy-Dacha burial	Russia	52.0742	113.2139	Shotgun	2.690225		M	ds.plus,ds.plus,ds.plus,ds.minus,ds.minus	PASS		brn003	tooth	2018	Direct: IntCal20	6550	49	4691-4502 calBCE (5750±30 BP, Beta-453073)	..	Russia_KadalinkaRiver_N.SG	5	1073016	97.3811	n/a (no relatives detected)	N	..	N1c1a1	2143.22	D4	..	..	0.267091516	..	..	..	..	..	..	..	..	brn003-b1e1l2p2,brn003-b1e1l2p2,BRN003-b1e1l1p1,brn003-b1e1l1p1,Brn003-b1e1l1p1	Literature	0.99998	0.00001	0.00001	0	0	0
3514	brn008	-0.0074	-0.1209	0.1185	0.054	0.0196	0.0092	-0.0008	-0.0044	0.0002	-0.0015	Russia_KuengaRiver_N_2.SG	brn008.SG	brn008	KilincSciAdv2021		Siberian Federal District, Trans-Baikal, Kuenga River, Izvestkovaja-1 site	Russia	52.2308	116.9933	Shotgun	2.102712		M	ds.plus,ds.plus,ds.plus,ds.minus,ds.minus	PASS		brn008	tooth	2018	Direct: IntCal20	7379	36	5516-5374 calBCE (6490±30 BP, Beta-453075)	..	Russia_KuengaRiver_N_2.SG	5	1001896	73.5185	n/a (no relatives detected)	N1a1a1~	..	N1c1a1	222.44	D4	..	..	0.273505603	..	..	..	..	..	..	..	..	brn008-b1e1l2p2,brn008-b1e1l2p2,BRN008-b1e1l1p1,brn008-b1e1l1p1,Brn008-b1e1l1p1	Literature	0.99998	0.00001	0.00001	0	0	0
3515	brn012	-0.0111	-0.1178	0.1204	0.0546	0.0224	0.0008	-0.0052	-0.0187	0.0141	0.0004	Russia_AginBuryat_N.SG	brn012.SG	brn012	KilincSciAdv2021		Siberian Federal District, Trans-Baikal, Agin-Buryat Autonomous Okrug, Nozhyj Lake burial site-1	Russia	50.8158	114.8367	Shotgun	0.148394		F	ds.minus,ds.minus	PASS		brn012	tooth	2018	Direct: IntCal20	6115	73	4320-4052 calBCE (5340±30 BP, Beta-453076)	..	Russia_AginBuryat_N.SG	2	161447	94.8767	Siberian Federal District, Trans-Baikal, Agin-Buryat Autonomous Okrug, Nozhyj Lake burial site-2 Family A (2 members) (2/3d: brn012.SG-brn002.SG)	n/a (female)	n/a (female)	n/a (female)	459.567	D4b1a2	..	..	0.02399924	..	..	..	..	..	..	..	..	brn012-b1e1l1p1,Brn012-b1e1l1p1	Literature	0.99998	0.00001	0.00001	0	0	0
3516	irk017	0.0024	-0.113	0.1114	0.0445	0.0115	0.0056	0.0008	-0.0087	0.0001	-0.0051	Russia_LenaRiver_N.SG	irk017.SG	irk017	KilincSciAdv2021		Siberian Federal District, Cis-Baikal, Lena River, Makarovo site-1	Russia	54.003	105.7941	Shotgun	1.730183		F	ds.plus,ds.minus,ds.minus,ds.plus,ds.plus,ds.plus,ds.plus,ds.plus,ds.minus,ds.minus,ds.minus,ds.plus,ds.minus	PASS		irk017	tooth	2018	Direct: IntCal20	5132	100	3337-3021 calBCE (4460±30 BP, Beta-432250)	..	Russia_LenaRiver_N.SG	13	862411	84.9855	n/a (no relatives detected)	n/a (female)	n/a (female)	n/a (female)	115.645	D4j5	..	..	0.021477053	..	..	..	..	..	..	..	..	irk075-b1e1l3p1,irk075-b1e1l1p1,irk075-b1e1l1p1,IRK075-b1e1l2p1,IRK075-b1e1l2p1,irk075-b1e1l1p1,irk075-b1e1l2p1,irk075-b1e1l3p1,irk075-b1e1l1p1,irk075-b1e1l1p1,irk017-b1e1l1p1,Irk017-b1e1l2p1,irk017-b1e1l1p1	Literature	0.99998	0.00001	0.00001	0	0	0
3517	irk022	0.0052	-0.1155	0.1057	0.0425	0.0104	0.0077	-0.0028	-0.0071	0.0024	-0.0023	Russia_AngaraRiver_BA.SG	irk022.SG	irk022	KilincSciAdv2021		Siberian Federal District, Cis-Baikal, Angara River, Ust'-Dolgoe site	Russia	52.9943	103.4209	Shotgun	5.71873		M	ds.plus,ds.plus,ds.plus,ds.plus,ds.plus,ds.minus,ds.minus	PASS		irk022	tooth	2018	Direct: IntCal20	4251	71	2455-2201 calBCE (3840±30 BP, Beta-453087)	..	Russia_AngaraRiver_BA.SG	7	1144753	90.9515	Angara Cross Site Family A (2 Members) (3d to 5d relationship with irk025)	Q1b1a3	..	Q1a2a1c	870.537	D4b1c	..	..	0.212538349	..	..	..	..	..	..	..	..	IRK022-b1e1l2p1,IRK022-b1e1l2p1,irk022-b1e1l1p1,irk022-b1e1l2p2,irk022-b1e1l3p1,irk022-b1e1l1p1,irk022-b1e1l1p1	Literature	0.99998	0.00001	0.00001	0	0	0
3518	irk025	0.0047	-0.1148	0.1031	0.0391	0.0054	0.0015	-0.0071	-0.0043	0.0021	-0.0051	Russia_AngaraRiver_BA.SG	irk025.SG	irk025	KilincSciAdv2021		Siberian Federal District, Cis-Baikal, Angara River, Sukhaja Pad' Buret' site	Russia	52.9838	103.5207	Shotgun	7.770767		M	ds.plus,ds.plus,ds.plus,ds.plus,ds.plus,ds.minus,ds.minus	PASS		irk025	tooth	2018	Direct: IntCal20	4350	54	2476-2293 calBCE (3920±30 BP, Beta-453088)	..	Russia_AngaraRiver_BA.SG	7	1148694	73.8751	Angara Cross Site Family A (2 Members) (3d to 5d relationship with irk022)	Q1b1b~	..	Q1a2a	637.693	A	..	..	0.213508705	..	..	..	..	..	..	..	..	IRK025-b1e1l2p1,IRK025-b1e1l2p1,irk025-b1e1l1p1,irk025-b1e1l2p2,irk025-b1e1l3p1,irk025-b1e1l1p1,irk025-b1e1l1p1	Literature	0.99998	0.00001	0.00001	0	0	0
3519	irk030	0.0069	-0.1093	0.1031	0.0358	0.0075	0.0071	-0.0003	-0.0023	-0.0009	-0.0021	Russia_LenaRiver_N.SG	irk030.SG	irk030	KilincSciAdv2021		Siberian Federal District, Cis-Baikal, Lena River, Korkino	Russia	54.3738	105.21	Shotgun	6.422792		M	ds.plus,ds.plus,ds.plus,ds.plus,ds.plus,ds.minus,ds.minus	PASS		irk030	tooth	2018	Direct: IntCal20	5969	52	4215-3953 calBCE (5202±34 BP, Ua-62563)	..	Russia_LenaRiver_N.SG	7	1146967	104.663	n/a (no relatives detected)	Q1b1a3	..	Q1a2a1c	610.764	A10	..	..	0.222434987	..	..	..	..	..	..	..	..	IRK030-b1e1l2p1,IRK030-b1e1l2p1,irk030-b1e1l1p1,irk030-b1e1l2p2,irk030-b1e1l3p1,irk030-b1e1l1p1,Irk030-b1e1l1p1	Literature	0.99998	0.00001	0.00001	0	0	0
3520	irk033	0.0021	-0.1087	0.1042	0.0429	0.0111	-0.0027	-0.0054	-0.0093	0.0018	-0.004	Russia_AngaraRiver_N.SG	irk033.SG	irk033	KilincSciAdv2021		Siberian Federal District, Cis-Baikal, Angara River, Chastaja Padi	Russia	52.9892	103.4509	Shotgun	0.594295		M	ds.minus,ds.minus	PASS		irk033	tooth	2018	Direct: IntCal20	4858	31	3011-2876 calBCE (4290±30 BP, Beta-453090)	..	Russia_AngaraRiver_N.SG	2	523377	107.401	n/a (no relatives detected)	Q1b1b~	..	Q1a	395.643	C4a	..	..	0.237282962	..	..	..	..	..	..	..	..	irk033-b1e1l1p1,irk033-b1e1l1p1	Literature	0.99998	0.00001	0.00001	0	0	0
3521	irk034	0.0054	-0.1143	0.1095	0.0335	0.0109	0.0097	-0.003	-0.0063	0.0049	-0.0067	Russia_AngaraRiver_N.SG	irk034.SG	irk034	KilincSciAdv2021		Siberian Federal District, Cis-Baikal, Angara River, Kirpichnyj Saraj site	Russia	53.2207	103.3948	Shotgun	9.110035		M	ds.plus,ds.plus,ds.plus,ds.minus,ds.minus,ds.minus,ds.minus	PASS		irk034	tooth	2018	Direct: IntCal20	5525	40	3639-3525 calBCE (4790±30 BP, Beta-453091)	..	Russia_AngaraRiver_N.SG	7	1115670	97.3641	n/a (no relatives detected)	..	..	Q1a2a	862.331	D4j	..	..	0.201103236	..	..	..	..	..	..	..	..	IRK034-b1e1l2p1,IRK034-b1e1l2p1,irk034-b1e1l1p1,irk034-b1e1l1p1,irk034-b1e1l1p1,irk034-b1e1l3p1,irk034-b1e1l2p2	Literature	0.99998	0.00001	0.00001	0	0	0
3522	irk036	0.0056	-0.1138	0.1054	0.0329	0.0092	0.0013	-0.0053	-0.0041	-0.001	0.0002	Russia_AngaraRiver_BA.SG	irk036.SG	irk036	KilincSciAdv2021		Siberian Federal District, Cis-Baikal, Angara River, Glazkovo site	Russia	52.2864	104.2601	Shotgun	8.640999		M	ds.plus,ds.plus,ds.plus,ds.plus,ds.plus,ds.minus,ds.minus	PASS		irk036	tooth	2018	Direct: IntCal20	4720	66	2887-2636 calBCE (4180±30 BP, Beta-453092)	..	Russia_AngaraRiver_BA.SG	7	1149073	83.6831	n/a (no relatives detected)	Q1b1b~	..	Q1a2a	825.797	F1b1b	..	..	0.206182274	..	..	..	..	..	..	..	..	IRK036-b1e1l2p1,IRK036-b1e1l2p1,irk036-b1e1l1p1,irk036-b1e1l2p2,irk036-b1e1l3p1,irk036-b1e1l1p1,irk036-b1e1l1p1	Literature	0.99998	0.00001	0.00001	0	0	0
3523	irk040	0.0066	-0.1131	0.1032	0.034	0.008	0.007	-0.0044	-0.0078	0.002	0.0002	Russia_AngaraRiver_N.SG	irk040.SG	irk040	KilincSciAdv2021		Siberian Federal District, Cis-Baikal, Angara River, Gorodische N 1	Russia	53.2207	103.3948	Shotgun	4.856636		M	ds.plus,ds.plus,ds.plus	PASS		irk040	tooth	2018	Direct: IntCal20	5559	50	3705-3528 calBCE (4846±33 BP, Ua-62564)	..	Russia_AngaraRiver_N.SG	3	1139760	106.709	n/a (no relatives detected)	Q1b1b~	..	Q1a2a	665.492	A	..	..	0.226872041	..	..	..	..	..	..	..	..	irk040-b1e1l1p1,irk040-b1e1l2p2,irk040-b1e1l3p1	Literature	0.99998	0.00001	0.00001	0	0	0
